amount,dataset,date,longitude,latitude
1,CBERS4_AWFI_L4_DN,2019-11-02,-49.0,-15.0
12,CBERS4_AWFI_L4_SR,2019-11-02,48.5,11.5
19,CBERS4_AWFI_L4_DN,2019-11-03,33.5,17.0
6,CBERS4_AWFI_L4_DN,2019-11-04,41.0,11.5
8,CBERS4_AWFI_L4_SR,2019-11-04,-53.0,1.0
13,CBERS4_AWFI_L4_DN,2019-11-05,48.5,6.5
13,CBERS4_AWFI_L4_SR,2019-11-05,48.5,6.5
18,CBERS4_AWFI_L4_SR,2019-11-06,34.5,17.0
8,CBERS4_AWFI_L4_DN,2019-11-07,-52.0,1.0
1,CBERS4_AWFI_L4_SR,2019-11-07,-60.0,-31.0
13,CBERS4_AWFI_L4_DN,2019-11-08,50.5,11.5
1,CBERS4_AWFI_L4_SR,2019-11-08,-67.5,6.5
16,CBERS4_AWFI_L4_DN,2019-11-09,35.5,17.0
1,CBERS4_AWFI_L4_SR,2019-11-09,-64.5,-20.5
9,CBERS4_AWFI_L4_SR,2019-11-10,-51.0,1.0
8,CBERS4_AWFI_L4_SR,2019-11-11,-43.5,-4.5
15,CBERS4_AWFI_L4_SR,2019-11-12,36.5,17.0
14,CBERS4_AWFI_L4_DN,2019-11-13,44.0,11.5
14,CBERS4_AWFI_L4_SR,2019-11-13,44.0,11.5
5,CBERS4_AWFI_L4_DN,2019-11-14,27.5,11.5
11,CBERS4_AWFI_L4_SR,2019-11-14,-42.5,-4.5
6,CBERS4_AWFI_L4_DN,2019-11-15,36.0,11.5
9,CBERS4_AWFI_L4_SR,2019-11-15,-35.0,-9.5
15,CBERS4_AWFI_L4_SR,2019-11-16,21.0,17.0
13,CBERS4_AWFI_L4_SR,2019-11-17,-42.0,-4.5
14,CBERS4_AWFI_L4_SR,2019-11-18,38.5,17.0
11,CBERS4_AWFI_L4_SR,2019-11-19,-48.0,1.0
17,CBERS4_AWFI_L4_SR,2019-11-20,30.5,17.0
13,CBERS4_AWFI_L4_SR,2019-11-21,38.0,11.5
16,CBERS4_AWFI_L4_SR,2019-11-22,23.0,17.0
18,CBERS4_AWFI_L4_SR,2019-11-23,31.5,17.0
14,CBERS4_AWFI_L4_SR,2019-11-24,39.0,11.5
16,CBERS4_AWFI_L4_SR,2019-11-25,24.0,17.0
16,CBERS4_AWFI_L4_SR,2019-11-26,32.5,17.0
15,CBERS4_AWFI_L4_SR,2019-11-27,41.5,17.0
17,CBERS4_AWFI_L4_SR,2019-11-28,25.0,17.0
18,CBERS4_AWFI_L4_SR,2019-11-29,33.5,17.0
13,CBERS4_AWFI_L4_SR,2019-11-30,41.0,11.5
17,CBERS4_AWFI_L4_DN,2019-12-01,34.5,17.0
16,CBERS4_AWFI_L4_SR,2019-12-01,24.5,11.5
1,CBERS4_MUX_L4_DN,2019-12-01,-70.0,-1.0
30,CBERS4_MUX_L4_SR,2019-12-01,35.0,19.0
40,CBERS4_PAN10M_L4_DN,2019-12-01,-45.5,-1.5
15,CBERS4_AWFI_L4_DN,2019-12-02,42.0,11.5
16,CBERS4_AWFI_L4_SR,2019-12-02,34.5,17.0
2,CBERS4_MUX_L4_DN,2019-12-02,-60.5,3.5
44,CBERS4_MUX_L4_SR,2019-12-02,43.0,17.0
48,CBERS4_PAN10M_L4_DN,2019-12-02,-37.5,-5.5
8,CBERS4_AWFI_L4_DN,2019-12-03,-52.0,1.0
18,CBERS4_AWFI_L4_SR,2019-12-03,42.0,11.5
16,CBERS4_MUX_L2_DN,2019-12-03,26.5,16.0
12,CBERS4_MUX_L4_DN,2019-12-03,26.5,15.0
13,CBERS4_MUX_L4_SR,2019-12-03,-55.0,-12.5
33,CBERS4_PAN10M_L4_DN,2019-12-03,-52.0,3.5
16,CBERS4_AWFI_L4_DN,2019-12-04,27.0,17.0
15,CBERS4_AWFI_L4_SR,2019-12-04,34.0,11.5
48,CBERS4_MUX_L2_DN,2019-12-04,32.5,3.5
20,CBERS4_MUX_L4_DN,2019-12-04,36.0,19.0
36,CBERS4_PAN10M_L4_DN,2019-12-04,-44.5,-2.5
18,CBERS4_AWFI_L4_DN,2019-12-05,35.5,17.0
20,CBERS4_AWFI_L4_SR,2019-12-05,44.0,17.0
57,CBERS4_MUX_L2_DN,2019-12-05,41.0,3.5
43,CBERS4_MUX_L4_DN,2019-12-05,44.0,16.0
48,CBERS4_PAN10M_L4_DN,2019-12-05,-36.5,-5.5
12,CBERS4_AWFI_L4_DN,2019-12-06,44.0,17.0
10,CBERS4_AWFI_L4_SR,2019-12-06,27.5,17.0
36,CBERS4_MUX_L2_DN,2019-12-06,24.0,1.0
41,CBERS4_MUX_L4_DN,2019-12-06,27.5,15.0
45,CBERS4_PAN10M_L4_DN,2019-12-06,-51.0,2.5
15,CBERS4_AWFI_L4_DN,2019-12-07,27.5,17.0
17,CBERS4_AWFI_L4_SR,2019-12-07,36.5,17.0
57,CBERS4_MUX_L2_DN,2019-12-07,34.0,7.0
35,CBERS4_MUX_L4_DN,2019-12-07,37.0,19.0
44,CBERS4_PAN10M_L4_DN,2019-12-07,-43.5,-2.5
17,CBERS4_AWFI_L4_DN,2019-12-08,36.5,17.0
16,CBERS4_AWFI_L4_SR,2019-12-08,44.0,11.5
65,CBERS4_MUX_L2_DN,2019-12-08,44.0,13.5
24,CBERS4_MUX_L4_DN,2019-12-08,45.0,16.0
29,CBERS4_PAN10M_L4_DN,2019-12-08,-35.5,-5.5
16,CBERS4_AWFI_L4_DN,2019-12-09,45.0,17.0
11,CBERS4_AWFI_L4_SR,2019-12-09,45.0,17.0
47,CBERS4_MUX_L2_DN,2019-12-09,25.0,1.0
41,CBERS4_MUX_L4_DN,2019-12-09,29.0,19.0
32,CBERS4_PAN10M_L4_DN,2019-12-09,-50.5,2.0
13,CBERS4_AWFI_L4_DN,2019-12-10,27.5,11.5
19,CBERS4_AWFI_L4_SR,2019-12-10,37.5,17.0
61,CBERS4_MUX_L2_DN,2019-12-10,38.0,19.0
29,CBERS4_MUX_L4_DN,2019-12-10,37.5,17.0
33,CBERS4_PAN10M_L4_DN,2019-12-10,-40.0,-16.0
17,CBERS4_AWFI_L4_DN,2019-12-11,37.5,17.0
16,CBERS4_AWFI_L4_SR,2019-12-11,46.0,17.0
49,CBERS4_MUX_L2_DN,2019-12-11,43.0,4.5
25,CBERS4_MUX_L4_DN,2019-12-11,43.0,3.5
32,CBERS4_PAN10M_L4_DN,2019-12-11,-35.0,-7.0
16,CBERS4_AWFI_L4_DN,2019-12-12,46.0,17.0
16,CBERS4_AWFI_L4_SR,2019-12-12,29.5,17.0
55,CBERS4_MUX_L2_DN,2019-12-12,27.5,7.0
32,CBERS4_MUX_L4_DN,2019-12-12,29.5,16.0
37,CBERS4_PAN10M_L4_DN,2019-12-12,-49.5,0.0
17,CBERS4_AWFI_L4_DN,2019-12-13,29.5,17.0
18,CBERS4_AWFI_L4_SR,2019-12-13,38.5,17.0
46,CBERS4_MUX_L2_DN,2019-12-13,38.5,18.0
40,CBERS4_MUX_L4_DN,2019-12-13,38.0,16.0
36,CBERS4_PAN10M_L4_DN,2019-12-13,-41.5,-3.5
21,CBERS4_AWFI_L4_DN,2019-12-14,38.5,17.0
15,CBERS4_AWFI_L4_SR,2019-12-14,20.5,11.5
68,CBERS4_MUX_L2_DN,2019-12-14,-33.5,-6.5
13,CBERS4_MUX_L4_DN,2019-12-14,-58.0,-3.5
15,CBERS4_PAN10M_L4_DN,2019-12-14,-56.5,1.0
11,CBERS4_AWFI_L4_DN,2019-12-15,-48.5,1.0
17,CBERS4_AWFI_L4_SR,2019-12-15,30.5,17.0
57,CBERS4_MUX_L2_DN,2019-12-15,27.5,3.5
37,CBERS4_MUX_L4_DN,2019-12-15,31.0,19.0
32,CBERS4_PAN10M_L4_DN,2019-12-15,-48.5,-1.0
19,CBERS4_AWFI_L4_DN,2019-12-16,30.5,17.0
18,CBERS4_AWFI_L4_SR,2019-12-16,38.0,11.5
41,CBERS4_MUX_L2_DN,2019-12-16,39.5,18.0
51,CBERS4_MUX_L4_DN,2019-12-16,39.0,15.0
40,CBERS4_PAN10M_L4_DN,2019-12-16,-40.5,-3.5
14,CBERS4_AWFI_L4_DN,2019-12-17,38.0,11.5
9,CBERS4_AWFI_L4_SR,2019-12-17,-55.0,6.5
92,CBERS4_MUX_L2_DN,2019-12-17,-33.0,-8.0
16,CBERS4_MUX_L4_DN,2019-12-17,-61.5,-23.5
26,CBERS4_PAN10M_L4_DN,2019-12-17,-56.0,1.0
11,CBERS4_AWFI_L4_DN,2019-12-18,-48.5,-4.5
13,CBERS4_AWFI_L4_SR,2019-12-18,28.0,1.0
45,CBERS4_MUX_L2_DN,2019-12-18,29.0,6.5
49,CBERS4_MUX_L4_DN,2019-12-18,32.0,19.0
37,CBERS4_PAN10M_L4_DN,2019-12-18,-47.5,-1.0
19,CBERS4_AWFI_L4_DN,2019-12-19,31.5,17.0
21,CBERS4_AWFI_L4_SR,2019-12-19,39.0,11.5
46,CBERS4_MUX_L2_DN,2019-12-19,40.5,18.0
57,CBERS4_MUX_L4_DN,2019-12-19,40.0,15.0
57,CBERS4_PAN10M_L4_DN,2019-12-19,-39.5,-3.5
14,CBERS4_AWFI_L4_DN,2019-12-20,39.0,11.5
15,CBERS4_AWFI_L4_SR,2019-12-20,34.0,-9.5
72,CBERS4_MUX_L2_DN,2019-12-20,20.5,2.0
31,CBERS4_MUX_L4_DN,2019-12-20,23.0,14.5
29,CBERS4_PAN10M_L4_DN,2019-12-20,-54.5,2.0
16,CBERS4_AWFI_L4_DN,2019-12-21,24.0,17.0
11,CBERS4_AWFI_L4_SR,2019-12-21,-47.5,-4.5
38,CBERS4_MUX_L2_DN,2019-12-21,30.0,6.5
33,CBERS4_MUX_L4_DN,2019-12-21,33.0,19.0
28,CBERS4_PAN10M_L4_DN,2019-12-21,-46.5,-1.0
12,CBERS4_AWFI_L4_DN,2019-12-22,-39.0,-4.5
17,CBERS4_AWFI_L4_SR,2019-12-22,40.0,11.5
51,CBERS4_MUX_L2_DN,2019-12-22,40.0,11.5
45,CBERS4_MUX_L4_DN,2019-12-22,39.5,10.0
49,CBERS4_PAN10M_L4_DN,2019-12-22,-38.5,-4.5
14,CBERS4_AWFI_L4_DN,2019-12-23,40.0,11.5
14,CBERS4_AWFI_L4_SR,2019-12-23,23.5,11.5
50,CBERS4_MUX_L2_DN,2019-12-23,19.5,-6.5
45,CBERS4_MUX_L4_DN,2019-12-23,24.0,14.5
39,CBERS4_PAN10M_L4_DN,2019-12-23,-53.5,2.0
16,CBERS4_AWFI_L4_DN,2019-12-24,23.5,11.5
15,CBERS4_AWFI_L4_SR,2019-12-24,31.0,6.5
46,CBERS4_MUX_L2_DN,2019-12-24,31.0,5.5
47,CBERS4_MUX_L4_DN,2019-12-24,34.0,19.0
42,CBERS4_PAN10M_L4_DN,2019-12-24,-45.5,-1.5
18,CBERS4_AWFI_L4_DN,2019-12-25,33.5,17.0
17,CBERS4_AWFI_L4_SR,2019-12-25,38.5,1.0
53,CBERS4_MUX_L2_DN,2019-12-25,42.0,16.0
48,CBERS4_MUX_L4_DN,2019-12-25,42.0,17.0
46,CBERS4_PAN10M_L4_DN,2019-12-25,-37.5,-4.5
11,CBERS4_AWFI_L4_DN,2019-12-26,38.5,1.0
8,CBERS4_AWFI_L4_SR,2019-12-26,-53.0,1.0
41,CBERS4_MUX_L2_DN,2019-12-26,-32.5,-19.5
22,CBERS4_MUX_L4_DN,2019-12-26,-52.5,4.5
32,CBERS4_PAN10M_L4_DN,2019-12-26,-52.5,2.0
26,CBERS4A_MUX_L2_DN,2019-12-27,-50.5,5.5
23,CBERS4A_MUX_L4_DN,2019-12-27,-54.5,-15.0
1,CBERS4A_WFI_L2_DN,2019-12-27,-50.5,4.0
6,CBERS4A_WFI_L4_DN,2019-12-27,-52.0,-2.5
258,CBERS4A_WPM_L2_DN,2019-12-27,-50.5,5.5
17,CBERS4_AWFI_L4_DN,2019-12-27,34.5,17.0
16,CBERS4_AWFI_L4_SR,2019-12-27,34.5,17.0
31,CBERS4_MUX_L2_DN,2019-12-27,-45.0,-1.0
40,CBERS4_MUX_L4_DN,2019-12-27,35.0,19.0
49,CBERS4_PAN10M_L4_DN,2019-12-27,-45.0,-1.5
13,CBERS4_AWFI_L4_DN,2019-12-28,-37.0,-4.5
19,CBERS4_AWFI_L4_SR,2019-12-28,43.0,17.0
44,CBERS4_MUX_L2_DN,2019-12-28,39.5,0.0
48,CBERS4_MUX_L4_DN,2019-12-28,42.5,13.5
57,CBERS4_PAN10M_L4_DN,2019-12-28,-37.0,-5.5
35,CBERS4A_MUX_L2_DN,2019-12-29,-60.0,4.0
3,CBERS4A_MUX_L4_DN,2019-12-29,-64.5,-16.5
15,CBERS4_AWFI_L4_DN,2019-12-29,43.0,17.0
12,CBERS4_AWFI_L4_SR,2019-12-29,27.0,17.0
39,CBERS4_MUX_L2_DN,2019-12-29,25.0,10.0
32,CBERS4_MUX_L4_DN,2019-12-29,25.0,9.0
27,CBERS4_PAN10M_L4_DN,2019-12-29,-51.5,3.5
59,CBERS4A_MUX_L2_DN,2019-12-30,-41.5,-1.0
13,CBERS4A_MUX_L4_DN,2019-12-30,-44.0,-13.5
4,CBERS4A_WFI_L2_DN,2019-12-30,-41.5,-2.5
6,CBERS4A_WFI_L4_DN,2019-12-30,-44.5,-15.0
369,CBERS4A_WPM_L2_DN,2019-12-30,-41.5,0.0
15,CBERS4_AWFI_L4_DN,2019-12-30,27.0,17.0
17,CBERS4_AWFI_L4_SR,2019-12-30,35.5,17.0
43,CBERS4_MUX_L2_DN,2019-12-30,31.0,-2.5
50,CBERS4_MUX_L4_DN,2019-12-30,36.0,19.0
46,CBERS4_PAN10M_L4_DN,2019-12-30,-44.0,-3.5
33,CBERS4A_MUX_L2_DN,2019-12-31,-45.5,2.5
16,CBERS4A_MUX_L4_DN,2019-12-31,-50.0,-19.0
3,CBERS4A_WFI_L2_DN,2019-12-31,-45.0,4.0
4,CBERS4A_WFI_L4_DN,2019-12-31,-48.0,-8.5
253,CBERS4A_WPM_L2_DN,2019-12-31,-45.5,3.0
19,CBERS4_AWFI_L4_DN,2019-12-31,35.5,17.0
19,CBERS4_AWFI_L4_SR,2019-12-31,43.0,11.5
62,CBERS4_MUX_L2_DN,2019-12-31,40.5,0.0
39,CBERS4_MUX_L4_DN,2019-12-31,44.0,16.0
24,CBERS4_PAN10M_L4_DN,2019-12-31,-36.0,-5.5
39,CBERS4A_MUX_L2_DN,2020-01-01,-50.0,4.0
10,CBERS4A_MUX_L4_DN,2020-01-01,-54.0,-15.0
4,CBERS4A_WFI_L2_DN,2020-01-01,-50.0,4.0
3,CBERS4A_WFI_L4_DN,2020-01-01,-51.0,-2.5
253,CBERS4A_WPM_L2_DN,2020-01-01,-50.0,4.0
5,CBERS4_AWFI_L4_DN,2020-01-01,43.0,11.5
8,CBERS4_AWFI_L4_SR,2020-01-01,-51.0,1.0
63,CBERS4A_MUX_L2_DN,2020-01-02,-34.0,-14.5
5,CBERS4A_MUX_L4_DN,2020-01-02,-58.5,-16.0
9,CBERS4A_WFI_L2_DN,2020-01-02,-34.0,-15.0
1,CBERS4A_WFI_L4_DN,2020-01-02,-56.0,-2.5
89,CBERS4A_WPM_L2_DN,2020-01-02,-34.0,-14.5
17,CBERS4_AWFI_L4_SR,2020-01-02,36.5,17.0
70,CBERS4A_MUX_L2_DN,2020-01-03,-37.0,-5.5
9,CBERS4A_MUX_L4_DN,2020-01-03,-64.0,-17.5
9,CBERS4A_WFI_L2_DN,2020-01-03,-39.0,-15.0
5,CBERS4A_WFI_L4_DN,2020-01-03,-37.5,-8.5
630,CBERS4A_WPM_L2_DN,2020-01-03,-37.0,-5.0
16,CBERS4_AWFI_L4_SR,2020-01-03,20.0,17.0
77,CBERS4A_MUX_L2_DN,2020-01-04,-40.5,-1.0
14,CBERS4A_MUX_L4_DN,2020-01-04,-67.5,-12.5
8,CBERS4A_WFI_L2_DN,2020-01-04,-41.0,-2.5
5,CBERS4A_WFI_L4_DN,2020-01-04,-64.0,4.0
455,CBERS4A_WPM_L2_DN,2020-01-04,-40.5,0.0
14,CBERS4_AWFI_L4_SR,2020-01-04,28.5,17.0
39,CBERS4A_MUX_L2_DN,2020-01-05,-44.5,2.5
6,CBERS4A_MUX_L4_DN,2020-01-05,-51.0,-27.0
4,CBERS4A_WFI_L2_DN,2020-01-05,-44.5,4.0
3,CBERS4A_WFI_L4_DN,2020-01-05,-50.0,-21.5
11,CBERS4_AWFI_L4_SR,2020-01-05,-42.5,-4.5
6,CBERS4A_MUX_L2_DN,2020-01-06,-75.5,-6.5
1,CBERS4A_WFI_L2_DN,2020-01-06,-77.5,-15.0
1,CBERS4A_WFI_L4_DN,2020-01-06,-76.0,-8.5
78,CBERS4A_WPM_L2_DN,2020-01-06,-75.5,-5.5
16,CBERS4_AWFI_L4_SR,2020-01-06,45.0,11.5
37,CBERS4A_MUX_L2_DN,2020-01-07,-53.5,5.0
15,CBERS4A_MUX_L4_DN,2020-01-07,-58.0,-16.5
4,CBERS4A_WFI_L2_DN,2020-01-07,-54.0,4.0
3,CBERS4A_WFI_L4_DN,2020-01-07,-56.5,-8.5
253,CBERS4A_WPM_L2_DN,2020-01-07,-53.5,5.5
17,CBERS4_AWFI_L4_SR,2020-01-07,29.5,17.0
29,CBERS4A_MUX_L2_DN,2020-01-08,-36.5,-7.0
3,CBERS4A_WFI_L2_DN,2020-01-08,-39.5,-21.5
2,CBERS4A_WFI_L4_DN,2020-01-08,-37.0,-8.5
102,CBERS4A_WPM_L2_DN,2020-01-08,-36.5,-7.0
1,CBERS4_AWFI_L4_DN,2020-01-08,-69.5,-15.0
17,CBERS4_AWFI_L4_SR,2020-01-08,38.5,17.0
60,CBERS4A_MUX_L2_DN,2020-01-09,-40.0,-2.5
26,CBERS4A_MUX_L4_DN,2020-01-09,-42.5,-12.5
6,CBERS4A_WFI_L2_DN,2020-01-09,-40.0,-2.5
7,CBERS4A_WFI_L4_DN,2020-01-09,-44.5,-21.5
361,CBERS4A_WPM_L2_DN,2020-01-09,-40.0,-1.5
15,CBERS4_AWFI_L4_SR,2020-01-09,22.0,17.0
38,CBERS4A_MUX_L2_DN,2020-01-10,-44.0,2.5
8,CBERS4A_MUX_L4_DN,2020-01-10,-47.5,-16.0
3,CBERS4A_WFI_L2_DN,2020-01-10,-43.5,4.0
4,CBERS4A_WFI_L4_DN,2020-01-10,-47.5,-15.0
252,CBERS4A_WPM_L2_DN,2020-01-10,-43.5,3.0
16,CBERS4_AWFI_L4_SR,2020-01-10,30.5,17.0
18,CBERS4_AWFI_L4_SR,2020-01-11,38.0,11.5
14,CBERS4_AWFI_L4_SR,2020-01-12,23.0,17.0
17,CBERS4_AWFI_L4_SR,2020-01-13,31.5,17.0
19,CBERS4_AWFI_L4_SR,2020-01-14,39.0,11.5
15,CBERS4_AWFI_L4_SR,2020-01-15,24.0,17.0
17,CBERS4_AWFI_L4_SR,2020-01-16,32.5,17.0
18,CBERS4_AWFI_L4_SR,2020-01-17,41.5,17.0
14,CBERS4_AWFI_L4_SR,2020-01-18,25.0,17.0
15,CBERS4_AWFI_L4_SR,2020-01-19,33.5,17.0
13,CBERS4_AWFI_L4_SR,2020-01-20,-38.0,-4.5
13,CBERS4_AWFI_L4_SR,2020-01-21,24.5,11.5
16,CBERS4_AWFI_L4_SR,2020-01-22,34.5,17.0
1,CBERS4_AWFI_L4_DN,2020-01-23,38.5,-4.5
15,CBERS4_AWFI_L4_SR,2020-01-23,40.5,6.5
4,CBERS4_AWFI_L4_DN,2020-01-24,-52.0,1.0
14,CBERS4_AWFI_L4_SR,2020-01-24,27.0,17.0
16,CBERS4_AWFI_L4_SR,2020-01-25,34.0,11.5
14,CBERS4_AWFI_L4_SR,2020-01-26,43.0,11.5
12,CBERS4_AWFI_L4_SR,2020-01-27,26.5,11.5
17,CBERS4_AWFI_L4_SR,2020-01-28,36.5,17.0
17,CBERS4_AWFI_L4_SR,2020-01-29,44.0,11.5
15,CBERS4_AWFI_L4_SR,2020-01-30,29.0,17.0
17,CBERS4_AWFI_L4_SR,2020-01-31,36.0,11.5
7,CBERS4_AWFI_L4_DN,2020-02-01,-56.5,6.5
7,CBERS4_AWFI_L4_SR,2020-02-01,19.5,11.5
12,CBERS4_AWFI_L4_SR,2020-02-02,47.5,-15.0
5,CBERS4_AWFI_L4_DN,2020-02-03,37.0,11.5
10,CBERS4_AWFI_L4_SR,2020-02-03,-43.0,-9.5
10,CBERS4_AWFI_L4_DN,2020-02-04,-34.5,-9.5
15,CBERS4_AWFI_L4_DN,2020-02-05,30.5,17.0
18,CBERS4_AWFI_L4_DN,2020-02-06,39.5,17.0
9,CBERS4_AWFI_L4_DN,2020-02-07,-55.0,6.5
5,CBERS4_AWFI_L4_SR,2020-02-08,30.5,11.5
19,CBERS4_AWFI_L4_SR,2020-02-09,40.5,17.0
14,CBERS4_AWFI_L4_SR,2020-02-10,24.0,17.0
22,CBERS4_AWFI_L4_SR,2020-02-11,32.5,17.0
9,CBERS4_AWFI_L4_SR,2020-02-13,-53.0,6.5
15,CBERS4A_MUX_L2_DN,2020-02-14,-53.5,-55.0
3,CBERS4A_WFI_L2_DN,2020-02-14,-52.5,-52.5
76,CBERS4A_WPM_L2_DN,2020-02-14,-53.5,-54.5
15,CBERS4_AWFI_L4_SR,2020-02-14,30.0,1.0
120,CBERS4A_WPM_L2_DN,2020-02-15,-67.5,68.0
13,CBERS4_AWFI_L4_SR,2020-02-15,-38.0,-4.5
24,CBERS4A_MUX_L2_DN,2020-02-16,-67.5,68.0
4,CBERS4A_WFI_L2_DN,2020-02-16,-69.0,66.0
8,CBERS4_AWFI_L4_SR,2020-02-16,-53.0,1.0
15,CBERS4_AWFI_L4_SR,2020-02-17,31.0,1.0
19,CBERS4_AWFI_L4_SR,2020-02-18,42.0,11.5
35,CBERS4A_MUX_L2_DN,2020-02-19,-39.0,-3.0
4,CBERS4A_MUX_L4_DN,2020-02-19,-42.0,-19.0
2,CBERS4A_WFI_L2_DN,2020-02-19,-44.0,-27.5
4,CBERS4A_WFI_L4_DN,2020-02-19,-38.5,-2.5
206,CBERS4A_WPM_L2_DN,2020-02-19,-38.5,-2.5
15,CBERS4_AWFI_L4_SR,2020-02-19,25.5,11.5
17,CBERS4_AWFI_L4_SR,2020-02-20,35.5,17.0
4,CBERS4_AWFI_L4_DN,2020-02-21,44.0,17.0
15,CBERS4_AWFI_L4_SR,2020-02-21,40.5,1.0
15,CBERS4_AWFI_L4_SR,2020-02-22,28.0,17.0
61,CBERS4A_WPM_L2_DN,2020-02-23,22.0,23.0
3,CBERS4_AWFI_L4_DN,2020-02-23,-46.0,-15.0
14,CBERS4_AWFI_L4_SR,2020-02-23,36.5,17.0
13,CBERS4A_MUX_L2_DN,2020-02-24,22.0,23.0
2,CBERS4A_WFI_L2_DN,2020-02-24,22.5,23.0
12,CBERS4_AWFI_L4_SR,2020-02-24,-35.0,-4.5
1,CBERS4_AWFI_L4_DN,2020-02-25,-58.0,-31.0
13,CBERS4_AWFI_L4_SR,2020-02-25,28.5,17.0
18,CBERS4_AWFI_L4_SR,2020-02-26,37.5,17.0
16,CBERS4_AWFI_L4_SR,2020-02-27,46.0,17.0
11,CBERS4_AWFI_L4_DN,2020-02-28,-49.5,1.0
6,CBERS4_AWFI_L4_SR,2020-02-28,29.5,17.0
11,CBERS4_AWFI_L4_SR,2020-02-29,38.5,17.0
263,CBERS4A_WPM_L2_DN,2020-03-03,-49.5,5.5
